param_129,param_59,param_111,param_28,param_316,outcome,wafer_id
0.0,-3.2718,231.5783,75.3556,6.0242,Pass,895
0.0,2.1136,231.2012,70.3556,5.315,Pass,896
0.0,3.9291,231.7783,72.5778,6.3005,Pass,897
0.0473,-0.5336,231.057,70.5111,6.0726,Pass,898
0.0473,-1.1836,231.2012,75.9444,5.1511,Pass,899
-0.5677,5.7945,232.116,72.8667,6.5033,Pass,900
-1.608,-4.9682,231.2012,74.1222,5.9198,Pass,901
0.0473,-0.9136,231.2012,73.6111,5.9107,Pass,902
-1.608,-3.65,230.6108,73.3778,5.9777,Pass,903
-1.608,-2.5345,231.3647,70.3111,5.5803,Pass,904
-0.4258,0.86,231.5242,67.0889,5.7839,Pass,905
-0.4258,-3.4991,231.2012,73.7556,6.2725,Pass,906
0.0473,-5.2327,231.2012,69.9222,6.7203,Pass,907
-1.608,-1.79,231.372,72.3778,6.1788,Pass,908
-1.608,1.0309,231.2012,70.0111,6.6719,Pass,909
-1.608,-4.0109,231.6155,73.7667,6.0738,Pass,910
-0.4258,1.4727,231.2012,65.0778,4.5335,Pass,911
-1.135,-1.2427,231.2012,65.7,5.4705,Pass,912
-1.135,2.4845,231.2012,72.2667,5.2121,Pass,913
-1.135,0.79,231.2012,63.0333,4.423,Pass,914
0.0,5.6618,232.4229,66.3111,6.2036,Fail,915
-1.797,-2.4345,230.3208,69.3,7.6774,Pass,916
-1.797,-1.4027,230.6411,67.6333,5.4441,Pass,917
-1.797,-4.5936,230.363,69.8667,6.1794,Pass,918
-1.797,-0.3309,231.2351,67.8111,5.7652,Pass,919
-1.797,2.6718,231.2269,66.0111,5.764,Pass,920
-3.496,4.9845,232.1231,73.9333,5.7709,Pass,921
-3.496,-3.4445,229.7201,73.2333,5.9415,Pass,922
-3.496,2.2855,231.724,72.4778,5.5605,Pass,923
-3.496,22.4673,234.2427,72.3556,4.9316,Pass,924
-0.4258,6.5645,232.0147,72.4889,4.4655,Fail,925
-1.135,-4.6227,231.0371,75.0444,5.3685,Pass,926
0.0,5.5455,231.8066,66.2,6.3218,Fail,927
-3.496,-2.1518,231.2012,73.1333,6.7794,Pass,928
-3.496,6.25,231.2012,72.1,5.4697,Pass,929
-1.135,3.2509,230.9114,69.0556,5.8371,Fail,930
-3.025,0.9909,231.5534,75.3889,5.5692,Pass,931
-3.025,-3.8655,231.2012,70.3556,4.5618,Pass,932
-3.025,-0.75,230.7885,67.7556,5.4452,Pass,933
-1.135,0.2745,230.8617,70.9667,5.9651,Pass,934
-3.496,-5.9273,231.0702,68.1667,5.538,Pass,935
-3.496,-2.9209,232.1192,71.2111,5.5445,Pass,936
-3.496,-3.74,231.2012,75.5556,6.2653,Pass,937
-3.025,-0.0691,231.2012,70.3444,4.9591,Pass,938
-3.025,5.1136,232.1302,70.1222,5.0749,Pass,939
-3.025,1.7082,231.2012,76.1667,5.0656,Pass,940
-1.702,1.5555,231.2551,71.4333,5.2879,Pass,941
-3.025,1.3136,231.2012,63.7889,4.9325,Pass,942
-3.496,-1.0182,231.2012,68.2,5.0135,Pass,943
-2.647,-0.9945,231.2012,71.5444,5.7735,Pass,944
-3.025,-0.9236,231.3926,66.9889,5.4381,Pass,945
-3.732,-0.6609,231.2012,62.2889,4.7264,Pass,946
-3.732,-0.1918,231.7204,74.1556,5.5402,Pass,947
-3.732,-2.2818,230.6089,66.8667,5.7814,Pass,948
-3.496,-5.9336,231.2012,71.6444,4.492,Pass,949
-3.732,5.7182,231.2012,68.7778,5.5603,Pass,950
-3.732,-5.1255,231.2012,74.1111,6.1328,Pass,951
-3.732,-2.1309,231.2906,71.6444,5.6093,Pass,952
-2.647,0.42,231.6751,72.7667,5.6325,Pass,953
-3.591,-1.1945,230.4244,72.7778,5.2014,Pass,954
-3.025,-3.5291,231.2012,65.0889,5.0479,Pass,955
-3.732,-3.4291,230.8541,72.3889,5.8914,Pass,956
-2.647,-2.1709,230.7699,70.5111,6.7152,Pass,957
-2.647,-5.9573,229.8065,74.7778,4.5082,Pass,958
-3.732,-1.0464,231.2012,72.3222,5.6386,Pass,959
-3.591,4.2391,231.2946,76.4667,5.3222,Pass,960
-3.591,-1.6873,231.2012,68.3667,8.9893,Pass,961
-3.591,1.0145,231.2012,71.1667,5.547,Pass,962
-3.591,-0.8727,232.196,73.1556,5.6351,Pass,963
-2.647,-4.2364,231.2012,68.0778,5.8253,Pass,964
-3.779,-5.1391,231.2012,65.6,5.9498,Pass,965
-3.779,1.54,231.2034,73.3778,6.4716,Pass,966
-3.732,0.1082,231.2012,65.6889,4.5917,Pass,967
-3.591,-1.67,231.4798,76.6333,4.8494,Pass,968
-3.779,-4.89,231.2012,72.1889,5.9451,Pass,969
-3.591,-6.5282,231.0996,74.3444,5.7907,Pass,970
-2.647,7.03,231.2012,69.6333,5.5763,Pass,971
-3.779,-2.6355,231.2012,65.0778,4.9426,Pass,972
-2.647,1.3936,231.2012,66.8222,5.5793,Pass,973
-3.591,-3.7045,230.8255,73.3667,5.0433,Pass,974
-3.779,-0.45,232.7603,67.8778,5.053,Pass,975
-3.779,-1.4564,231.2012,63.8222,5.7032,Pass,976
-3.591,-2.6364,231.41,70.7556,6.2211,Pass,977
-2.647,3.9818,231.2012,65.9667,6.4328,Pass,978
-3.591,-4.2327,230.7662,68.0222,6.3413,Pass,979
-3.779,-0.8045,230.8775,69.1778,5.1675,Pass,980
-3.591,-0.0164,231.9249,71.0778,4.6711,Pass,981
-3.591,0.7827,231.2012,68.9,6.1941,Pass,982
-3.591,-0.4409,231.254,72.2889,7.227,Pass,983
-3.591,2.1136,230.7905,75.0111,4.9302,Pass,984
-3.591,-1.66,230.725,68.5111,6.3559,Pass,985
-2.647,3.0982,233.0361,67.9778,6.0793,Pass,986
-3.732,1.4009,230.7768,70.0667,5.01,Pass,987
-3.732,1.1855,231.2012,64.5889,5.7919,Pass,988
-3.591,-2.6655,230.3665,68.1222,5.5972,Pass,989
-3.591,-1.31,231.347,76.1778,5.2156,Pass,990
-3.732,-3.8836,231.2012,64.9222,5.7186,Pass,991
-3.591,-1.5945,232.0542,76.5556,7.523,Pass,992
-3.732,-1.7155,231.2012,70.1333,5.4893,Pass,993
-3.732,-3.2882,231.2012,69.6778,5.8043,Pass,994
-3.732,-2.9182,229.5256,69.6556,5.7743,Pass,995
-2.647,0.94725,232.5124,76.2444,6.0257,Pass,996
-3.732,-3.0882,231.2012,69.9444,6.9567,Pass,997
-3.732,-0.0045,232.7397,73.7667,5.2657,Pass,998
-3.732,-5.8564,230.4731,68.5556,5.7617,Pass,999
-3.732,3.9673,231.2012,66.0333,5.5414,Pass,1000
-3.543,0.7,229.9405,75.7778,5.0174,Pass,1001
-3.543,-6.6618,231.2012,73.1222,5.7831,Pass,1002
-3.543,2.6345,231.2012,72.2444,5.241,Pass,1003
-3.543,-0.6327,230.4574,68.1111,6.2417,Pass,1004
-3.543,-5.8818,231.2012,70.2444,6.4591,Pass,1005
-2.93,-2.2636,228.9896,71.9444,5.4689,Pass,1006
-3.543,0.7382,230.0627,76.9333,5.1729,Pass,1007
0.0,4.9082,231.2012,70.7111,6.3015,Pass,1008
-2.93,-1.1764,231.2012,61.2111,4.7149,Pass,1009
-2.93,-3.1182,231.2012,64.6556,7.4906,Pass,1010
-2.93,-2.5191,230.1673,74.7778,5.7958,Pass,1011
-3.166,-0.9,231.2012,63.4444,5.391,Pass,1012
-3.543,2.23,232.0898,66.4333,5.353,Pass,1013
-3.166,-1.0909,231.5329,67.1111,6.9877,Pass,1014
-3.449,-6.0845,231.2012,72.3222,6.6364,Pass,1015
-2.93,0.4382,231.2012,64.1778,5.0402,Pass,1016
-3.449,2.6227,230.8162,69.1,6.7165,Pass,1017
-3.449,-6.3391,231.2012,68.6667,5.3239,Pass,1018
-3.449,-2.67,231.2012,74.9333,5.9385,Pass,1019
-3.543,-2.3891,231.1627,65.2778,4.3686,Pass,1020
-2.789,-3.9218,230.8181,67.2111,6.8358,Pass,1021
-2.789,-5.52,230.3848,68.8111,5.8981,Pass,1022
-2.93,-0.0636,231.2142,67.5222,6.3318,Pass,1023
-2.93,-1.5991,231.0765,71.5889,4.8858,Pass,1024
-2.789,-2.2191,230.8972,69.0889,5.0736,Pass,1025
0.0,2.9864,231.2012,72.1111,7.5929,Pass,1026
-3.119,0.2464,231.4234,68.5444,5.1716,Pass,1027
-3.119,0.7136,230.9235,76.9667,4.8051,Pass,1028
-3.119,-3.9555,231.9234,66.7778,7.894,Pass,1029
0.0,0.5609,231.2012,66.3222,7.0939,Fail,1030
0.0946,-2.5682,229.6881,67.5333,5.538,Pass,1031
0.0946,-1.2991,230.262,68.9333,6.189,Pass,1032
0.0946,-2.7282,230.7163,71.3667,5.8075,Pass,1033
-3.119,-5.4691,230.8897,72.9333,5.7673,Pass,1034
-3.119,-2.1,231.2012,69.1444,5.8274,Pass,1035
0.0946,-1.9827,229.5698,67.5222,5.5213,Pass,1036
0.0,-1.0545,231.2012,74.0111,6.654,Pass,1037
0.0,-3.2055,231.2012,73.5222,6.1787,Pass,1038
0.0946,1.4609,231.2012,69.1222,5.5305,Pass,1039
-2.789,-3.1227,231.2012,67.2889,5.1815,Pass,1040
-3.449,-3.7509,231.2012,69.4222,6.1863,Pass,1041
-2.93,-3.2945,230.798,69.3222,6.5968,Pass,1042
-3.449,-1.56,231.2012,69.9,6.1318,Pass,1043
-2.364,-1.0409,231.2012,65.6444,5.6454,Pass,1044
-2.364,-1.24,230.8773,73.8333,7.0986,Pass,1045
-2.364,-4.4882,230.796,66.9333,5.7942,Pass,1046
0.0,1.4409,231.2082,72.0,5.464,Pass,1047
-3.779,-0.0509,230.9903,71.4889,5.371,Pass,1048
-3.543,1.7318,231.2581,68.2444,7.3335,Pass,1049
0.0,-0.2436,231.2012,72.7111,5.3134,Pass,1050
0.0,0.38,231.2433,76.8778,5.039,Pass,1051
-3.779,-2.1409,229.5661,68.1111,6.5589,Pass,1052
-3.119,-2.0655,231.1648,71.9111,3.6378,Pass,1053
-3.119,-4.3955,231.5832,72.4,4.8406,Pass,1054
-2.364,-1.9291,231.1006,67.6,6.2695,Pass,1055
-2.364,-4.6591,231.2012,74.4889,6.3735,Pass,1056
0.0,-0.5327,232.0005,70.5333,5.115,Pass,1057
-3.779,-1.0827,230.7623,69.6111,6.9613,Pass,1058
-3.779,-0.3727,231.2012,73.5889,6.2445,Pass,1059
0.0,-1.0473,231.4669,71.4111,5.1909,Pass,1060
-2.364,0.9736,231.5667,72.6778,5.187,Pass,1061
-3.119,-3.9509,230.2233,73.1111,5.7221,Pass,1062
0.0,1.0027,230.6949,72.2333,4.6087,Fail,1063
0.0,2.8109,231.1908,73.9778,6.1564,Pass,1064
-3.779,-3.6145,231.2012,74.0556,4.8866,Pass,1065
-3.119,-5.76,230.7214,67.4444,4.741,Pass,1066
-1.939,-1.6109,231.2012,73.8889,5.6492,Pass,1067
-2.93,2.32,231.2012,66.8,6.9572,Pass,1068
-2.553,-1.2491,231.2012,74.3222,6.2034,Pass,1069
-2.033,0.1873,230.0474,69.4222,7.5845,Pass,1070
-2.553,4.8791,230.7904,72.0333,6.6877,Pass,1071
-3.072,-2.0209,229.8592,72.8,7.3463,Pass,1072
-2.505,-0.7391,230.0992,74.4111,7.0614,Pass,1073
-2.458,-2.8727,230.006,67.3778,5.4235,Pass,1074
-2.553,2.6036,231.8408,73.8778,7.635,Pass,1075
-2.458,-5.9418,231.2012,67.7222,6.4645,Pass,1076
-2.553,-4.9891,231.2012,69.7667,6.202,Pass,1077
-2.6,-2.9718,230.7281,71.8444,6.2383,Pass,1078
-2.222,-0.9364,230.0787,71.8,6.5571,Pass,1079
-2.175,1.1673,230.2478,74.0444,5.6573,Pass,1080
-2.175,0.6009,229.3225,66.2444,7.1218,Pass,1081
-2.08,2.6473,231.2012,76.0667,4.8007,Pass,1082
-2.6,0.5364,229.6664,72.3333,5.4703,Pass,1083
-2.505,-2.5036,230.6866,67.2333,9.8724,Pass,1084
-2.08,-0.6327,231.2012,70.8667,5.1895,Pass,1085
-2.553,0.77,229.5403,75.1667,5.1206,Pass,1086
-2.505,-3.1818,230.9846,68.7667,5.9905,Pass,1087
-2.505,-0.8436,231.3062,66.6111,4.9533,Pass,1088
-2.175,-2.2409,229.2661,71.5222,6.8771,Pass,1089
-2.175,2.2982,231.2012,67.2778,6.0821,Pass,1090
-2.08,-3.1255,231.219,68.6111,5.4758,Pass,1091
-2.647,-1.1727,229.9408,67.4667,7.9436,Pass,1092
-2.647,1.2955,230.2951,75.8,5.7108,Pass,1093
-2.647,-2.9727,229.0039,73.7222,7.0117,Pass,1094
-2.647,4.3955,230.6393,73.0556,6.2214,Pass,1095
-2.647,-3.4964,230.6196,68.6778,7.0989,Pass,1096
-3.025,-3.2155,229.0796,71.9333,4.9774,Pass,1097
-2.505,2.0282,231.2867,66.8222,5.6077,Pass,1098
-2.317,-3.6155,231.2012,67.7778,5.7218,Pass,1099
-2.505,-4.1018,230.3713,75.0,5.7514,Pass,1100
-2.647,0.1982,229.6713,72.7778,6.3682,Pass,1101
-1.797,-5.9682,232.0691,73.8333,5.4541,Pass,1102
-2.175,-1.4409,231.2012,70.8222,5.2888,Pass,1103
-2.175,-2.6709,231.2012,71.9667,5.6144,Pass,1104
-2.505,0.0327,231.2012,69.7889,5.3256,Pass,1105
-2.458,1.7018,231.2012,68.8444,5.3665,Pass,1106
-3.072,-3.3455,230.243,73.5778,7.0125,Pass,1107
-2.6,-2.4373,230.6319,67.5111,5.3753,Pass,1108
-1.797,-6.0455,230.8492,67.9444,5.7628,Pass,1109
-2.505,-3.2255,230.4973,68.5667,5.9209,Pass,1110
-2.553,-9.1,231.0144,71.9444,7.9693,Pass,1111
-2.6,2.2727,230.4954,73.5778,7.9929,Pass,1112
-3.025,-0.9536,231.207,76.7556,8.9384,Pass,1113
-2.6,-2.5027,230.0981,71.4667,6.6904,Pass,1114
-2.553,-3.8791,230.4362,72.3556,8.4224,Pass,1115
-3.025,-6.6409,230.1063,71.5222,5.959,Pass,1116
-1.939,-5.6945,230.3335,72.1222,5.1178,Pass,1117
-2.505,1.5927,231.2012,64.9778,6.1268,Pass,1118
-2.08,-2.5345,231.2012,69.5111,5.0342,Pass,1119
-2.458,-0.5955,230.735,68.2,4.8271,Pass,1120
-2.317,-4.7818,231.2012,72.4889,8.694,Pass,1121
-2.458,1.63,230.898,77.0889,5.3254,Pass,1122
-3.072,-0.4109,230.7788,67.0889,6.8109,Pass,1123
-2.08,-2.9573,231.2012,71.6,5.7176,Pass,1124
-2.08,-0.2136,230.8008,75.9556,5.7408,Pass,1125
-3.025,-1.6045,230.443,73.6222,5.6734,Pass,1126
-2.505,-0.0236,231.2012,69.3778,6.1394,Pass,1127
-3.072,-0.0882,230.5289,73.9667,5.3034,Pass,1128
-2.458,-0.5973,231.2012,72.9556,5.9205,Pass,1129
-2.647,-0.4682,229.4322,67.6889,7.5621,Pass,1130
-1.939,-4.7991,230.9711,71.4444,5.1986,Pass,1131
-2.458,-0.0073,229.4722,76.9,5.3762,Pass,1132
-2.08,-2.5436,230.3886,67.5667,4.7538,Pass,1133
-2.458,3.9982,230.4155,69.8556,5.5137,Pass,1134
-1.797,-0.5745,229.8905,67.0556,5.6927,Pass,1135
-2.175,-9.4318,231.2012,71.1889,6.5487,Pass,1136
-2.08,1.47,230.112,67.4778,5.8236,Pass,1137
-2.6,3.1645,229.9166,74.5333,5.504,Pass,1138
-2.317,-0.8173,231.2012,72.0222,5.7259,Pass,1139
-3.025,4.1655,231.2012,74.4444,5.7059,Pass,1140
-2.6,-4.15,231.2012,69.3667,2.7882,Pass,1141
-1.939,3.2173,231.2012,72.1889,5.2804,Pass,1142
-2.789,-2.9355,231.2543,67.3,7.4353,Pass,1143
-2.553,-4.4927,231.7058,67.2222,7.3851,Pass,1144
-2.08,-5.3318,229.9851,75.9444,6.1345,Fail,1145
-2.458,-0.2627,231.2012,68.1333,5.2551,Pass,1146
-2.08,-4.8382,230.9926,72.4333,5.7305,Pass,1147
-2.458,-1.02,231.2012,66.7889,6.0894,Pass,1148
-2.789,-0.5045,230.5603,76.8778,5.337,Pass,1149
0.0473,-0.1545,230.3738,69.8,6.9441,Pass,1150
-3.072,-1.6864,230.9311,74.1889,7.6239,Pass,1151
-2.789,-0.8218,230.4791,72.4667,5.5772,Fail,1152
-2.647,1.6336,231.2012,72.2667,4.987,Pass,1153
-2.647,-1.4973,231.2012,70.1333,6.2342,Pass,1154
-1.986,4.0809,232.0602,75.8667,6.0733,Pass,1155
-2.647,2.8464,231.2788,69.1556,9.2524,Pass,1156
-2.647,3.6536,231.2414,67.8222,7.7119,Pass,1157
0.0473,-1.4355,230.3052,71.5,7.3664,Pass,1158
0.0473,-0.7155,231.2012,67.3778,5.9531,Pass,1159
-2.789,0.3209,231.2012,75.6556,4.6893,Pass,1160
-2.553,-4.4109,230.123,68.0444,6.3011,Pass,1161
-2.789,-5.7473,231.2012,72.8778,5.9758,Pass,1162
-2.458,-0.0945,229.7295,67.9,6.8762,Pass,1163
-1.986,2.0909,231.1299,67.9444,7.487,Pass,1164
-2.033,-0.1464,230.266,67.6333,6.7264,Pass,1165
-2.647,1.1473,231.7339,76.0222,5.2282,Pass,1166
-2.694,-1.9382,231.2012,71.1778,7.5017,Pass,1167
-2.033,3.5436,231.2012,68.3778,6.6434,Pass,1168
-2.694,0.2073,230.6757,72.1222,6.8876,Pass,1169
0.0473,-0.1191,231.2012,73.0667,4.969,Pass,1170
-2.033,-1.8827,230.8541,69.2111,6.0932,Pass,1171
-2.789,3.3882,229.8001,67.9667,6.1193,Pass,1172
-2.694,4.5382,230.8403,74.8556,7.8772,Pass,1173
-1.655,0.4982,231.2012,75.2,8.3294,Pass,1174
0.0,4.0736,231.1533,66.2111,5.7489,Pass,1175
-2.222,1.4427,230.8962,73.9222,9.1287,Pass,1176
-2.222,1.0,230.6823,70.5444,5.043,Pass,1177
-2.222,-0.95,229.9963,69.0111,7.8025,Pass,1178
-2.458,-2.2364,231.2502,75.0444,5.8985,Pass,1179
-2.222,1.2236,230.0761,68.0111,7.2114,Pass,1180
-2.128,1.3555,230.3175,68.1778,7.8701,Pass,1181
-2.033,0.59,231.2012,74.4444,7.8792,Pass,1182
-2.742,4.5355,231.3437,74.9,7.6471,Pass,1183
-2.694,-2.3364,229.7028,73.1556,6.5217,Pass,1184
-1.088,-10.4455,229.5871,67.1222,6.4408,Pass,1185
-2.742,-2.9491,229.4757,66.6333,5.2397,Fail,1186
-2.222,0.4782,231.2012,75.5556,5.6335,Pass,1187
-2.694,1.4055,231.2012,72.6111,5.6146,Pass,1188
-1.939,-7.0082,231.2012,71.0667,5.93,Pass,1189
-2.742,1.9336,229.5324,74.4667,7.201,Fail,1190
0.0473,6.3491,231.2012,68.0889,5.7386,Pass,1191
-2.033,6.2755,229.7219,71.4111,5.0043,Pass,1192
0.0,5.6364,231.5371,72.7222,6.0739,Pass,1193
-2.6,-3.7791,231.2012,72.2889,6.0095,Pass,1194
-2.742,-1.9482,229.388,75.8889,7.2899,Pass,1195
-1.088,1.3282,230.2042,75.6556,7.782,Pass,1196
-2.6,0.1536,230.4657,72.7778,5.8572,Pass,1197
-2.128,-1.3127,230.5538,68.3556,7.6472,Pass,1198
-2.08,-1.86,230.3423,77.3444,8.0229,Pass,1199
-2.789,3.4318,230.1152,75.2556,6.3314,Pass,1200
0.0473,3.1764,231.2012,75.3667,7.3032,Pass,1201
-2.694,-2.3591,231.2012,68.2,6.1464,Pass,1202
-2.742,2.3418,230.8918,76.3222,6.91,Pass,1203
0.0473,-6.0255,230.6575,74.0111,5.4995,Pass,1204
-2.789,0.1973,230.347,68.7667,5.336,Pass,1205
-3.072,2.0673,231.6451,73.5,5.3866,Pass,1206
-2.553,0.94725,230.8293,72.6,8.1861,Pass,1207
-2.789,0.2355,230.6535,66.2111,6.932,Pass,1208
-2.317,-3.01,229.6625,75.2667,5.1052,Pass,1209
-2.694,1.28,231.2012,68.0667,7.9906,Pass,1210
-2.128,2.2009,230.5115,69.1556,5.8383,Pass,1211
-1.939,-3.0055,231.2012,70.8667,6.2505,Fail,1212
-0.2365,-1.0982,231.1025,73.2,5.1073,Pass,1213
-0.2365,-2.0309,229.9596,75.3222,5.8705,Pass,1214
-0.2365,-6.6464,231.2012,70.9778,6.035,Pass,1215
-0.2365,-0.5455,231.2012,69.7778,5.3896,Pass,1216
-0.2365,-7.1518,231.2012,67.1667,5.3458,Pass,1217
0.0,-6.3845,230.7069,69.6333,4.6711,Pass,1218
-0.2365,-0.1545,231.2012,74.0667,6.3852,Pass,1219
-3.072,-1.4327,229.9286,67.2667,5.7741,Pass,1220
0.0,-5.65,231.2012,73.0556,4.8158,Pass,1221
0.2838,0.6573,231.2012,73.8111,7.7816,Pass,1222
0.2838,-1.9727,229.4251,74.0667,5.9509,Pass,1223
0.2838,5.0691,230.0099,67.4444,6.2114,Pass,1224
0.9934,-0.5127,229.0343,67.7889,5.049,Pass,1225
0.9934,4.1591,230.1725,67.3889,6.1122,Pass,1226
0.9934,3.1373,230.6661,73.5222,4.8794,Pass,1227
0.2838,3.8682,231.2012,71.4889,4.9534,Fail,1228
-0.1419,-5.4145,229.118,70.0444,6.715,Pass,1229
-0.1419,-0.6818,230.239,68.0778,6.2991,Pass,1230
-0.1419,4.6891,231.2012,72.4667,8.0684,Pass,1231
0.9934,0.7736,232.0558,75.9667,8.6759,Pass,1232
0.2838,-0.7109,231.2012,67.1667,7.3623,Pass,1233
-0.1419,3.1527,231.2012,68.4556,6.9611,Pass,1234
0.2838,0.94725,229.3505,69.5333,6.0254,Pass,1235
1.513,-3.8864,231.2012,74.5444,5.3752,Pass,1236
-0.1419,-6.8764,230.0803,70.9556,6.6633,Pass,1237
-0.1419,-0.3955,231.2012,67.0222,5.1124,Pass,1238
0.9934,0.1364,229.9273,71.8778,6.3654,Fail,1239
-0.1419,0.5536,229.672,76.3333,7.0671,Pass,1240
-0.1419,3.2573,231.2012,68.2,7.8759,Pass,1241
0.9934,0.8527,231.132,70.5556,7.2906,Fail,1242
0.2838,-5.7091,230.3813,68.0778,5.2764,Fail,1243
1.419,3.0718,230.2582,73.6667,4.7517,Pass,1244
1.419,4.9382,230.0509,69.0667,5.1804,Pass,1245
-2.033,2.8727,229.6766,69.9333,7.259,Pass,1246
0.5204,-0.63,229.8057,71.8333,7.4976,Pass,1247
1.419,-1.4355,229.6064,68.4333,8.2179,Pass,1248
1.419,3.7136,229.5737,73.6889,5.6708,Pass,1249
1.419,1.04,231.2012,72.3778,7.7467,Pass,1250
1.513,-3.0909,230.5468,68.7222,5.5404,Pass,1251
1.419,-1.41,229.3401,70.1667,7.9791,Pass,1252
1.513,-0.0182,230.2548,73.2778,5.4564,Pass,1253
0.5204,2.9282,229.0942,68.4333,5.4921,Pass,1254
0.5204,3.8882,229.1286,67.8,5.7088,Fail,1255
0.5204,-3.5727,230.4868,70.8444,8.666,Pass,1256
1.419,0.1627,228.9898,68.2444,7.4082,Pass,1257
0.5204,1.7909,229.6872,70.0222,7.3295,Pass,1258
0.5204,-2.4818,231.1511,72.0111,5.1999,Pass,1259
-0.5204,0.67,230.4166,70.2556,5.31,Pass,1260
-0.5204,1.7273,230.7479,67.4222,5.821,Pass,1261
1.419,1.8609,230.7053,74.6556,4.9588,Pass,1262
0.5204,2.5055,231.2012,73.9,8.2205,Pass,1263
1.419,1.9764,231.2006,71.6,6.9554,Pass,1264
1.419,3.3064,230.2185,68.0,5.3497,Pass,1265
1.419,-2.1009,230.2861,67.9222,5.5107,Pass,1266
1.419,0.7864,230.5229,70.1778,5.4234,Pass,1267
0.5204,0.9573,230.7703,68.5889,5.8239,Pass,1268
0.5204,0.2236,230.4809,72.9667,6.8055,Pass,1269
0.9461,3.4845,230.4825,68.7111,6.6303,Pass,1270
-0.7569,-0.1891,230.0881,72.7556,7.1829,Pass,1271
-0.7569,-5.55,230.0959,70.5333,5.9541,Pass,1272
-1.83,0.7955,230.3553,67.6889,5.9205,Pass,1273
2.458,1.5036,231.2012,69.4222,5.4847,Pass,1274
2.458,-0.3445,231.2012,67.5556,7.0692,Pass,1275
2.458,-7.1427,231.2012,68.0,6.2691,Pass,1276
2.458,-4.72,231.2012,70.2333,7.0345,Pass,1277
2.458,0.9427,231.2012,70.4222,6.8448,Pass,1278
1.419,1.8782,231.2012,74.7111,7.4313,Pass,1279
-1.83,-3.3427,230.7452,68.6111,7.6062,Pass,1280
-1.83,0.6855,230.3523,69.4111,4.9729,Pass,1281
-0.5204,-3.6036,230.1141,69.5222,6.4635,Pass,1282
-1.83,1.1991,230.0355,74.0889,5.2453,Pass,1283
0.9461,1.5882,233.1638,69.3778,5.7796,Pass,1284
-0.5204,-6.0636,230.3337,72.2778,5.8805,Pass,1285
0.9461,2.5855,229.7192,71.1,7.5545,Pass,1286
-0.5204,-1.8809,230.2954,68.7889,3.2548,Pass,1287
0.1419,-3.7773,231.2012,68.8556,5.1468,Pass,1288
-0.9934,-2.1464,235.5401,66.2889,6.5791,Pass,1289
-0.5204,0.8045,234.7806,70.3889,6.0393,Pass,1290
-0.9934,-1.3618,231.2012,70.4667,5.3109,Pass,1291
-0.9934,-3.1382,231.2012,72.5556,4.7086,Pass,1292
0.9461,0.3245,229.5651,68.1333,7.257,Pass,1293
0.9461,-9.7682,231.1098,71.1,6.3956,Pass,1294
-1.83,2.6991,229.5599,74.3111,5.9684,Pass,1295
0.1419,-3.7073,230.6631,76.2333,7.8776,Pass,1296
-0.5204,-2.6564,229.6407,69.9556,6.3991,Pass,1297
0.9461,-7.87,230.2059,67.9889,5.0304,Pass,1298
0.1419,-1.99,231.2012,69.6222,5.4252,Pass,1299
-0.7569,-5.8855,230.1143,69.2889,8.2363,Pass,1300
-1.83,4.3618,231.2018,68.3667,7.8763,Pass,1301
-0.9934,-7.6655,230.6737,68.5667,6.4221,Pass,1302
-1.83,1.1655,230.1829,65.0889,5.669,Fail,1303
-0.7569,8.1455,229.8595,66.0111,5.7746,Fail,1304
0.1419,1.6482,229.9475,70.6444,5.6479,Pass,1305
-0.7569,-1.4227,229.9184,67.1444,4.9714,Pass,1306
-0.7569,0.0955,230.306,69.2667,8.5157,Pass,1307
-0.5204,7.1009,230.3024,70.3667,5.9591,Pass,1308
0.2365,1.5273,234.5427,71.1556,8.0688,Pass,1309
-0.7569,1.8582,229.7866,73.1444,5.7646,Pass,1310
0.2365,0.2336,231.2012,68.6222,6.0147,Pass,1311
-0.5204,1.0482,229.0755,70.5778,7.0488,Pass,1312
0.2365,-1.03,231.2012,69.0111,7.1241,Pass,1313
0.2365,-1.0445,231.2012,70.6778,5.6802,Pass,1314
0.2365,0.5982,229.7769,69.0333,5.3937,Pass,1315
-0.8042,0.4264,231.2012,70.5333,5.9246,Pass,1316
-0.8042,1.3255,231.2012,67.8556,7.9193,Pass,1317
0.1419,-3.4191,230.7168,72.8556,5.9569,Pass,1318
-0.8042,0.1773,231.2012,68.6111,7.8425,Pass,1319
-0.5204,-1.7336,229.937,71.7889,4.649,Pass,1320
0.1419,-6.74,230.0055,69.2444,6.1771,Pass,1321
0.1419,-3.1927,230.5875,73.0778,4.475,Pass,1322
-0.8042,2.7927,230.9354,73.1222,5.3451,Pass,1323
-0.8042,3.64,231.2012,71.0889,7.9278,Pass,1324
-0.5204,1.0691,230.278,75.2333,4.8521,Fail,1325
1.419,-1.8736,229.8462,70.6667,5.6345,Fail,1326
-0.7569,5.7309,230.5933,70.9444,4.0778,Pass,1327
2.458,-4.0527,230.0576,69.9556,5.8493,Fail,1328
1.419,-2.5418,230.1094,71.0667,4.8906,Fail,1329
0.0,-6.6455,230.5591,70.0778,5.6453,Fail,1330
-0.8042,1.0518,231.2012,70.3556,4.0382,Pass,1331
